When,X,Y,Type
1112757316127875,778.0,397.0,MOVE
1112757324138655,759.0,398.0,MOVE
1112757331341656,741.0,397.0,MOVE
1112757339432731,722.0,397.0,MOVE
1112757346809603,707.0,397.0,MOVE
1112757354532408,687.0,397.0,MOVE
1112757364872346,661.0,396.0,MOVE
1112757372898219,648.0,396.0,MOVE
1112757380741768,630.0,395.0,MOVE
1112757388361940,612.0,395.0,MOVE
1112757396420414,592.0,394.0,MOVE
1112757403659638,573.0,393.0,MOVE
1112757411834631,550.0,392.0,MOVE
1112757419338888,527.0,389.0,MOVE
1112757426419334,508.0,386.0,MOVE
1112757433823977,480.0,383.0,MOVE
1112757442978810,451.0,376.0,MOVE
1112757450654524,432.0,371.0,MOVE
1112757458499884,419.0,367.0,MOVE
1112757465882794,401.0,362.0,MOVE
1112757474450809,378.0,355.0,MOVE
1112757482141013,368.0,352.0,MOVE
1112757490792946,349.0,347.0,MOVE
1112757498728260,329.0,338.0,MOVE
1112757507001659,314.0,330.0,MOVE
1112757514845812,300.0,324.0,MOVE
1112757522773882,283.0,314.0,MOVE
1112757530903596,274.0,309.0,MOVE
1112757538604667,266.0,303.0,MOVE
1112757546906440,250.0,290.0,MOVE
1112757554515142,241.0,283.0,MOVE
1112757563089798,235.0,277.0,MOVE
1112757570942403,229.0,269.0,MOVE
1112757579290663,224.0,261.0,MOVE
1112757587248316,221.0,253.0,MOVE
1112757595550089,219.0,246.0,MOVE
1112757603418391,219.0,242.0,MOVE
1112757611289108,219.0,239.0,MOVE
1112757619057796,221.0,235.0,MOVE
1112757626329017,224.0,230.0,MOVE
1112757634226901,228.0,225.0,MOVE
1112757642147123,234.0,220.0,MOVE
1112757650838297,244.0,216.0,MOVE
1112757658980688,255.0,213.0,MOVE
1112757666903929,266.0,211.0,MOVE
1112757675575180,278.0,211.0,MOVE
1112757683515928,300.0,211.0,MOVE
1112757692176313,316.0,214.0,MOVE
1112757699976998,345.0,220.0,MOVE
1112757708880682,359.0,224.0,MOVE
1112757716960890,375.0,229.0,MOVE
1112757725795750,409.0,238.0,MOVE
1112757733669485,428.0,247.0,MOVE
1112757742512193,452.0,258.0,MOVE
1112757750452338,470.0,270.0,MOVE
1112757759174302,501.0,284.0,MOVE
1112757767227946,512.0,295.0,MOVE
1112757776229433,534.0,311.0,MOVE
1112757784341638,555.0,325.0,MOVE
1112757792698954,572.0,342.0,MOVE
1112757800783992,598.0,354.0,MOVE
1112757809777027,617.0,370.0,MOVE
1112757817725624,644.0,386.0,MOVE
1112757826166254,662.0,400.0,MOVE
1112757834078023,690.0,417.0,MOVE
1112757842705807,713.0,432.0,MOVE
1112757850740736,737.0,444.0,MOVE
1112757859463303,755.0,457.0,MOVE
1112757867539889,786.0,469.0,MOVE
1112757876276342,834.0,494.0,MOVE
1112757884491180,854.0,504.0,MOVE
1112757893363471,883.0,516.0,MOVE
1112757901720787,904.0,529.0,MOVE
1112757910073877,933.0,537.0,MOVE
1112757918126314,964.0,548.0,MOVE
1112757926491478,981.0,557.0,MOVE
1112757934480524,1007.0,570.0,MOVE
1112757943142720,1026.0,573.0,MOVE
1112757951291148,1048.0,579.0,MOVE
1112757960036658,1071.0,584.0,MOVE
1112757968193538,1098.0,593.0,MOVE
1112757976724726,1122.0,602.0,MOVE
1112757984873155,1138.0,606.0,MOVE
1112757993454451,1162.0,611.0,MOVE
1112758001768903,1179.0,615.0,MOVE
1112758010403328,1199.0,618.0,MOVE
1112758018661634,1211.0,620.0,MOVE
1112758018825846,1223.0,620.0,MOVE
1112758029721207,1239.0,621.0,MOVE
1112758042520706,1261.0,621.0,MOVE
1112758052509277,1278.0,620.0,MOVE
1112758060672195,1291.0,618.0,MOVE
1112758069048830,1302.0,616.0,MOVE
1112758077179147,1311.0,614.0,MOVE
1112758085663245,1318.0,611.0,MOVE
1112758093680666,1325.0,608.0,MOVE
1112758102135785,1332.0,604.0,MOVE
1112758110435144,1339.0,598.0,MOVE
1112758119009800,1344.0,589.0,MOVE
1112758127208941,1347.0,583.0,MOVE
1112758135766693,1347.0,577.0,MOVE
1112758135948413,1347.0,572.0,MOVE
1112758144119179,1344.0,563.0,MOVE
1112758160825963,1335.0,547.0,MOVE
1112758169560001,1330.0,542.0,MOVE
1112758177861171,1325.0,536.0,MOVE
1112758186159323,1318.0,531.0,MOVE
1112758194528110,1311.0,526.0,MOVE
1112758202962702,1302.0,522.0,MOVE
1112758211131054,1294.0,520.0,MOVE
1112758219609114,1285.0,518.0,MOVE
1112758227980919,1277.0,518.0,MOVE
1112758236535653,1267.0,517.0,MOVE
1112758245137476,1253.0,518.0,MOVE
1112758255328898,1239.0,519.0,MOVE
1112758255490092,1227.0,522.0,MOVE
1112758263599882,1212.0,527.0,MOVE
1112758272059227,1193.0,533.0,MOVE
1112758280382735,1178.0,538.0,MOVE
1112758288877700,1169.0,542.0,MOVE
1112758297411302,1155.0,549.0,MOVE
1112758305961809,1142.0,557.0,MOVE
1112758314916810,1126.0,568.0,MOVE
1112758323474561,1119.0,576.0,MOVE
1112758332840696,1110.0,585.0,MOVE
1112758341495043,1096.0,597.0,MOVE
1112758351047124,1075.0,617.0,MOVE
1112758360975927,1065.0,630.0,MOVE
1112758369722644,1051.0,642.0,MOVE
1112758377993628,1039.0,651.0,MOVE
1112758386726459,1026.0,661.0,MOVE
1112758395150788,1013.0,673.0,MOVE
1112758404163746,1002.0,679.0,MOVE
1112758412242143,990.0,687.0,MOVE
1112758421291324,979.0,694.0,MOVE
1112758421459762,966.0,702.0,MOVE
1112758434186210,948.0,712.0,MOVE
1112758443715954,934.0,720.0,MOVE
1112758453035602,904.0,737.0,MOVE
1112758461977320,888.0,747.0,MOVE
1112758470717999,868.0,761.0,MOVE
1112758479682056,854.0,768.0,MOVE
1112758488554346,840.0,777.0,MOVE
1112758497293818,824.0,786.0,MOVE
1112758506086418,802.0,796.0,MOVE
1112758515104809,768.0,808.0,MOVE
1112758524289223,750.0,816.0,MOVE
1112758533960841,733.0,824.0,MOVE
1112758543321542,712.0,830.0,MOVE
1112758552754690,696.0,834.0,MOVE
1112758561935482,677.0,838.0,MOVE
1112758571069184,660.0,843.0,MOVE
1112758571258753,643.0,847.0,MOVE
1112758579863595,617.0,851.0,MOVE
1112758589115022,601.0,856.0,MOVE
1112758598225783,579.0,856.0,MOVE
1112758607381823,561.0,860.0,MOVE
1112758617044385,542.0,859.0,MOVE
1112758626420179,524.0,860.0,MOVE
1112758636417806,473.0,855.0,MOVE
1112758645613088,464.0,855.0,MOVE
1112758654687625,449.0,853.0,MOVE
1112758663661944,432.0,849.0,MOVE
1112758674060443,412.0,846.0,MOVE
1112758674302535,392.0,842.0,MOVE
1112758683930081,376.0,838.0,MOVE
1112758693229203,366.0,834.0,MOVE
1112758703032432,344.0,823.0,MOVE
1112758712651526,328.0,813.0,MOVE
1112758721625242,315.0,803.0,MOVE
1112758730574205,309.0,798.0,MOVE
1112758739529809,303.0,791.0,MOVE
1112758748757088,299.0,785.0,MOVE
1112758757767027,297.0,780.0,MOVE
1112758767584746,297.0,778.0,MOVE
1112758777619200,301.0,771.0,MOVE
1112758787269687,307.0,767.0,MOVE
1112758796128092,314.0,763.0,MOVE
1112758805646969,326.0,760.0,MOVE
1112758814493903,343.0,758.0,MOVE
1112758823804495,358.0,758.0,MOVE
1112758832826509,414.0,764.0,MOVE
1112758842199284,446.0,769.0,MOVE
1112758852528355,461.0,773.0,MOVE
1112758862631633,499.0,786.0,MOVE
1112758872079271,520.0,794.0,MOVE
1112758872277895,540.0,799.0,MOVE
1112758881134489,557.0,805.0,MOVE
1112758890404028,586.0,816.0,MOVE
1112758900301438,605.0,824.0,MOVE
1112758909963396,630.0,833.0,MOVE
1112758920131273,668.0,843.0,MOVE
1112758929825832,690.0,850.0,MOVE
1112758939198004,709.0,856.0,MOVE
1112758948622700,741.0,864.0,MOVE
1112758958064903,750.0,865.0,MOVE
1112758958249038,773.0,868.0,MOVE
1112758967876584,786.0,870.0,MOVE
1112758977679210,811.0,871.0,MOVE
1112758987742643,827.0,872.0,MOVE
1112758997020634,846.0,872.0,MOVE
1112758997204769,872.0,872.0,MOVE
1112759006636709,888.0,872.0,MOVE
1112759015877270,915.0,872.0,MOVE
1112759026493108,933.0,872.0,MOVE
1112759037113172,959.0,873.0,MOVE
1112759037400544,973.0,872.0,MOVE
1112759047124082,985.0,871.0,MOVE
1112759056866939,1005.0,870.0,MOVE
1112759066716654,1017.0,869.0,MOVE
1112759078318370,1047.0,865.0,MOVE
1112759088409574,1059.0,863.0,MOVE
1112759097653757,1067.0,861.0,MOVE
1112759107388162,1076.0,857.0,MOVE
1112759116728336,1088.0,850.0,MOVE
1112759126194689,1095.0,843.0,MOVE
1112759136713932,1099.0,837.0,MOVE
1112759146939766,1101.0,829.0,MOVE
1112759157047874,1101.0,815.0,MOVE
1112759166684476,1099.0,809.0,MOVE
1112759176298137,1097.0,806.0,MOVE
1112759187135540,1091.0,801.0,MOVE
1112759197505060,1088.0,800.0,MOVE
1112759207425411,1084.0,799.0,MOVE
1112759217149553,1079.0,798.0,MOVE
1112759227216608,1071.0,798.0,MOVE
1112759237728003,1045.0,799.0,MOVE
1112759247790832,1028.0,803.0,MOVE
1112759257521010,1006.0,808.0,MOVE
1112759267107504,973.0,826.0,MOVE
1112759276875113,959.0,832.0,MOVE
1112759287605055,943.0,843.0,MOVE
1112759297820625,931.0,852.0,MOVE
1112759297998723,915.0,863.0,MOVE
1112759307718035,899.0,872.0,MOVE
1112759317549639,888.0,878.0,MOVE
1112759327629373,870.0,886.0,MOVE
1112759338540430,855.0,892.0,MOVE
1112759348080437,817.0,907.0,MOVE
1112759358107043,806.0,909.0,MOVE
1112759367557699,795.0,911.0,MOVE
1112759377756365,773.0,915.0,MOVE
1112759377943519,754.0,918.0,MOVE
1112759388884159,735.0,923.0,MOVE
1112759398378283,715.0,924.0,MOVE
1112759408608343,675.0,931.0,MOVE
1112759419567095,649.0,936.0,MOVE
1112759430187159,629.0,935.0,MOVE
1112759440734173,588.0,935.0,MOVE
1112759450803643,566.0,933.0,MOVE
1112759462361891,537.0,929.0,MOVE
1112759473534360,480.0,917.0,MOVE
1112759483541043,461.0,912.0,MOVE
1112759493426378,428.0,904.0,MOVE
1112759504031953,380.0,890.0,MOVE
1112759514888676,366.0,886.0,MOVE
1112759525004029,339.0,882.0,MOVE
1112759535019165,322.0,878.0,MOVE
1112759535197262,290.0,872.0,MOVE
1112759545301749,277.0,868.0,MOVE
1112759556371585,253.0,860.0,MOVE
1112759566541877,220.0,849.0,MOVE
1112759576670512,188.0,839.0,MOVE
1112759587113082,178.0,835.0,MOVE
1112759598481157,144.0,821.0,MOVE
1112759608879656,138.0,816.0,MOVE
1112759618910488,133.0,811.0,MOVE
1112759629312005,129.0,809.0,MOVE
1112759629603602,127.0,807.0,MOVE
1112759654616386,127.0,807.0,UP
1112880175327956,1441.0,381.0,DOWN
1112880175534429,1428.0,403.0,MOVE
1112880179371682,1424.0,438.0,MOVE
1112880188065875,1423.0,451.0,MOVE
1112880195262839,1422.0,465.0,MOVE
1112880203786782,1422.0,485.0,MOVE
1112880213485567,1422.0,510.0,MOVE
1112880219667071,1422.0,526.0,MOVE
1112880227395310,1422.0,547.0,MOVE
1112880235367452,1423.0,568.0,MOVE
1112880242312060,1422.0,592.0,MOVE
1112880250490674,1422.0,620.0,MOVE
1112880258234609,1422.0,639.0,MOVE
1112880266900427,1423.0,660.0,MOVE
1112880274308693,1422.0,683.0,MOVE
1112880282306191,1422.0,703.0,MOVE
1112880292317101,1421.0,718.0,MOVE
1112880298270398,1421.0,726.0,MOVE
1112880306448409,1421.0,734.0,MOVE
1112880313934555,1421.0,745.0,MOVE
1112880321723769,1421.0,753.0,MOVE
1112880329261232,1421.0,759.0,MOVE
1112880337601040,1422.0,768.0,MOVE
1112880345621479,1423.0,777.0,MOVE
1112880353338851,1424.0,783.0,MOVE
1112880361224057,1425.0,789.0,MOVE
1112880371646100,1427.0,798.0,MOVE
1112880377488313,1428.0,803.0,MOVE
1112880385375330,1430.0,810.0,MOVE
1112880393189297,1430.0,815.0,MOVE
1112880400187033,1430.0,821.0,MOVE
1112880408319161,1428.0,826.0,MOVE
1112880416342015,1427.0,831.0,MOVE
1112880424242918,1426.0,835.0,MOVE
1112880432321918,1424.0,838.0,MOVE
1112880440329680,1423.0,841.0,MOVE
1112880449959037,1420.0,842.0,MOVE
1112880456418857,1418.0,843.0,MOVE
1112880464599283,1416.0,844.0,MOVE
1112880472835251,1414.0,844.0,MOVE
1112880479330690,1411.0,844.0,MOVE
1112880487389164,1407.0,844.0,MOVE
1112880495763988,1401.0,844.0,MOVE
1112880503410724,1394.0,844.0,MOVE
1112880511298345,1385.0,844.0,MOVE
1112880519444359,1375.0,843.0,MOVE
1112880528338987,1360.0,843.0,MOVE
1112880535252201,1347.0,842.0,MOVE
1112880543249096,1335.0,842.0,MOVE
1112880551296703,1321.0,840.0,MOVE
1112880558494270,1305.0,839.0,MOVE
1112880566262354,1291.0,838.0,MOVE
1112880574300302,1275.0,835.0,MOVE
1112880582225957,1253.0,833.0,MOVE
1112880590510223,1238.0,831.0,MOVE
1112880598190767,1224.0,827.0,MOVE
1112880608376152,1199.0,825.0,MOVE
1112880614286585,1180.0,821.0,MOVE
1112880622687369,1165.0,820.0,MOVE
1112880630254414,1144.0,818.0,MOVE
1112880637028169,1128.0,816.0,MOVE
1112880645191086,1103.0,816.0,MOVE
1112880652960982,1082.0,814.0,MOVE
1112880661266981,1058.0,814.0,MOVE
1112880669316400,1036.0,812.0,MOVE
1112880677418342,1013.0,812.0,MOVE
1112880687457626,989.0,811.0,MOVE
1112880693183924,967.0,810.0,MOVE
1112880701202552,950.0,809.0,MOVE
1112880708222626,931.0,809.0,MOVE
1112880716391580,905.0,810.0,MOVE
1112880724431339,882.0,812.0,MOVE
1112880732386577,860.0,813.0,MOVE
1112880740656957,838.0,815.0,MOVE
1112880748238491,814.0,817.0,MOVE
1112880756728022,793.0,817.0,MOVE
1112880766321760,766.0,818.0,MOVE
1112880772526809,751.0,818.0,MOVE
1112880780157245,726.0,821.0,MOVE
1112880788292995,710.0,821.0,MOVE
1112880795480903,687.0,822.0,MOVE
1112880803381202,672.0,824.0,MOVE
1112880811378096,660.0,824.0,MOVE
1112880819335749,641.0,826.0,MOVE
1112880827345322,621.0,830.0,MOVE
1112880835308408,611.0,831.0,MOVE
1112880845110429,593.0,834.0,MOVE
1112880851437430,580.0,836.0,MOVE
1112880859483226,570.0,839.0,MOVE
1112880866312523,561.0,842.0,MOVE
1112880874357112,548.0,845.0,MOVE
1112880882373325,535.0,849.0,MOVE
1112880890846556,525.0,851.0,MOVE
1112880898276556,518.0,853.0,MOVE
1112880906808951,512.0,855.0,MOVE
1112880914053609,507.0,855.0,MOVE
1112880923588182,502.0,856.0,MOVE
1112880929990648,498.0,856.0,MOVE
1112880937995994,494.0,856.0,MOVE
1112880945074025,492.0,856.0,MOVE
1112880952995454,489.0,854.0,MOVE
1112880961006838,486.0,851.0,MOVE
1112880969426941,483.0,846.0,MOVE
1112880977453418,481.0,835.0,MOVE
1112880985298174,480.0,812.0,MOVE
1112880992971474,480.0,795.0,MOVE
1112881003013173,481.0,769.0,MOVE
1112881009069103,482.0,755.0,MOVE
1112881017009248,483.0,733.0,MOVE
1112881024288921,484.0,705.0,MOVE
1112881032026215,484.0,683.0,MOVE
1112881040478920,483.0,653.0,MOVE
1112881048014571,484.0,627.0,MOVE
1112881056502291,482.0,601.0,MOVE
1112881064024057,481.0,576.0,MOVE
1112881072033629,482.0,550.0,MOVE
1112881082080762,481.0,522.0,MOVE
1112881088230269,480.0,505.0,MOVE
1112881096550154,481.0,490.0,MOVE
1112881103400582,481.0,471.0,MOVE
1112881111295447,481.0,459.0,MOVE
1112881119355732,480.0,445.0,MOVE
1112881127354438,480.0,437.0,MOVE
1112881135423779,480.0,433.0,MOVE
1112881143170129,480.0,430.0,MOVE
1112881151298031,479.0,428.0,MOVE
1112881161726112,479.0,427.0,MOVE
1112881190082305,479.0,426.0,MOVE
1112881206204687,480.0,426.0,MOVE
1112881215636023,482.0,426.0,MOVE
1112881227296299,486.0,427.0,MOVE
1112881237689364,495.0,428.0,MOVE
1112881248958429,545.0,439.0,MOVE
1112881260449663,560.0,443.0,MOVE
1112881271422905,600.0,460.0,MOVE
1112881282619523,617.0,463.0,MOVE
1112881294442804,661.0,470.0,MOVE
1112881305197498,688.0,474.0,MOVE
1112881316524520,708.0,475.0,MOVE
1112881328492091,762.0,478.0,MOVE
1112881336417746,786.0,479.0,MOVE
1112881343122073,817.0,481.0,MOVE
1112881349020431,840.0,481.0,MOVE
1112881356571176,872.0,481.0,MOVE
1112881364432233,895.0,482.0,MOVE
1112881372452069,927.0,482.0,MOVE
1112881380329426,957.0,484.0,MOVE
1112881388295531,984.0,487.0,MOVE
1112881397322374,1022.0,488.0,MOVE
1112881404272416,1039.0,490.0,MOVE
1112881411088431,1062.0,491.0,MOVE
1112881419297835,1085.0,493.0,MOVE
1112881427126895,1110.0,494.0,MOVE
1112881435260834,1133.0,494.0,MOVE
1112881443054878,1158.0,493.0,MOVE
1112881450969063,1180.0,493.0,MOVE
1112881459026933,1204.0,491.0,MOVE
1112881467003301,1220.0,491.0,MOVE
1112881477252681,1247.0,490.0,MOVE
1112881482980790,1262.0,489.0,MOVE
1112881490070291,1280.0,489.0,MOVE
1112881498533862,1297.0,488.0,MOVE
1112881506360507,1312.0,489.0,MOVE
1112881514152740,1331.0,486.0,MOVE
1112881522046398,1352.0,485.0,MOVE
1112881530034840,1364.0,484.0,MOVE
1112881538058298,1377.0,482.0,MOVE
1112881546142733,1391.0,478.0,MOVE
1112881556032897,1403.0,476.0,MOVE
1112881562408196,1410.0,475.0,MOVE
1112881569139087,1415.0,474.0,MOVE
1112881577030934,1419.0,474.0,MOVE
1112881585082163,1423.0,473.0,MOVE
1112881593275871,1426.0,472.0,MOVE
1112881601086215,1428.0,472.0,MOVE
1112881609372896,1430.0,471.0,MOVE
1112881617048007,1431.0,471.0,MOVE
1112881625517011,1432.0,470.0,MOVE
1112881635031662,1432.0,469.0,MOVE
1112881641511404,1432.0,468.0,MOVE
1112881648518799,1430.0,466.0,MOVE
1112881656111804,1427.0,462.0,MOVE
1112881664016329,1418.0,452.0,MOVE
1112881671976396,1403.0,436.0,MOVE
1112881680339750,1385.0,423.0,MOVE
1112881688223748,1376.0,417.0,MOVE
1112881696409608,1358.0,402.0,MOVE
1112881704406502,1341.0,390.0,MOVE
1112881713402556,1320.0,378.0,MOVE
1112881720186574,1305.0,367.0,MOVE
1112881728432201,1282.0,357.0,MOVE
1112881735451671,1263.0,346.0,MOVE
1112881743365855,1240.0,336.0,MOVE
1112881751347657,1217.0,319.0,MOVE
1112881759555854,1196.0,305.0,MOVE
1112881767278659,1174.0,291.0,MOVE
1112881775497723,1154.0,279.0,MOVE
1112881783391381,1134.0,269.0,MOVE
1112881792934406,1108.0,249.0,MOVE
1112881799172056,1091.0,236.0,MOVE
1112881806416713,1076.0,226.0,MOVE
1112881814259659,1059.0,215.0,MOVE
1112881822333226,1044.0,208.0,MOVE
1112881830255863,1033.0,202.0,MOVE
1112881838253361,1020.0,195.0,MOVE
1112881846204976,1004.0,190.0,MOVE
1112881854127009,995.0,186.0,MOVE
1112881862461384,987.0,182.0,MOVE
1112881871330656,980.0,181.0,MOVE
1112881878412912,973.0,180.0,MOVE
1112881885227720,967.0,181.0,MOVE
1112881893650842,961.0,182.0,MOVE
1112881901367610,955.0,183.0,MOVE
1112881909607200,949.0,184.0,MOVE
1112881917395207,940.0,188.0,MOVE
1112881925431344,927.0,195.0,MOVE
1112881933306890,912.0,204.0,MOVE
1112881941230130,900.0,211.0,MOVE
1112881951406459,883.0,229.0,MOVE
1112881958179007,874.0,235.0,MOVE
1112881965678435,862.0,242.0,MOVE
1112881972620024,847.0,252.0,MOVE
1112881980138167,833.0,264.0,MOVE
1112881988493069,812.0,276.0,MOVE
1112881996414498,799.0,283.0,MOVE
1112882004281592,788.0,290.0,MOVE
1112882012484959,763.0,303.0,MOVE
1112882020446838,749.0,310.0,MOVE
1112882030348474,724.0,322.0,MOVE
1112882037264103,711.0,329.0,MOVE
1112882044606563,699.0,334.0,MOVE
1112882051941175,679.0,344.0,MOVE
1112882059574629,661.0,353.0,MOVE
1112882067494248,644.0,361.0,MOVE
1112882075358927,616.0,375.0,MOVE
1112882083320806,607.0,380.0,MOVE
1112882091401014,592.0,385.0,MOVE
1112882099014545,571.0,392.0,MOVE
1112882107998524,557.0,397.0,MOVE
1112882115264312,546.0,400.0,MOVE
1112882123013077,531.0,407.0,MOVE
1112882129944403,521.0,410.0,MOVE
1112882138002877,514.0,412.0,MOVE
1112882146198396,507.0,415.0,MOVE
1112882154609443,499.0,418.0,MOVE
1112882162724667,494.0,419.0,MOVE
1112882170689564,490.0,421.0,MOVE
1112882178488438,487.0,422.0,MOVE
1112882187898041,485.0,422.0,MOVE
1112882195804981,484.0,423.0,MOVE
1112882203041186,484.0,424.0,MOVE
1112882222107313,484.0,424.0,UP