When,X,Y,Typestate,predX,predY
1112757316127875,778,397,MOVE,718.772,400.045
1112757324138655,759,398,MOVE,701.063,401.351
1112757331341656,741,397,MOVE,682.885,399.1
1112757339432731,722,397,MOVE,662.142,397.293
1112757346809603,707,397,MOVE,645.661,397.371
1112757354532408,687,397,MOVE,626.922,397.262
1112757364872346,661,396,MOVE,595.838,395.521
1112757372898219,648,396,MOVE,577.941,394.802
1112757380741768,630,395,MOVE,563.159,393.711
1112757388361940,612,395,MOVE,547.165,393.4
1112757396420414,592,394,MOVE,527.99,392.619
1112757403659638,573,393,MOVE,509.394,390.616
1112757411834631,550,392,MOVE,485.694,388.973
1112757419338888,527,389,MOVE,461.457,384.262
1112757426419334,508,386,MOVE,440.661,377.836
1112757433823977,480,383,MOVE,414.093,373.147
1112757442978810,451,376,MOVE,378.528,361.983
1112757450654524,432,371,MOVE,354.966,351.36
1112757458499884,419,367,MOVE,341.902,344.671
1112757465882794,401,362,MOVE,330.199,339.786
1112757474450809,378,355,MOVE,310.283,332.115
1112757482141013,368,352,MOVE,298.463,327.732
1112757490792946,349,347,MOVE,284.607,324.983
1112757498728260,329,338,MOVE,267.132,314.89
1112757507001659,314,330,MOVE,251.521,301.574
1112757514845812,300,324,MOVE,238.757,293.449
1112757522773882,283,314,MOVE,224.557,283.135
1112757530903596,274,309,MOVE,215.372,275.283
1112757538604667,266,303,MOVE,212.13,270.083
1112757546906440,250,290,MOVE,202.8,257.381
1112757554515142,241,283,MOVE,193.421,247.08
1112757563089798,235,277,MOVE,189.649,240.489
1112757570942403,229,269,MOVE,189.842,233.093
1112757579290663,224,261,MOVE,190.531,224.746
1112757587248316,221,253,MOVE,193.244,216.371
1112757595550089,219,246,MOVE,197.712,209.046
1112757603418391,219,242,MOVE,204.206,205.952
1112757611289108,219,239,MOVE,211.123,206.703
1112757619057796,221,235,MOVE,218.609,207.79
1112757626329017,224,230,MOVE,226.673,206.899
1112757634226901,228,225,MOVE,235.229,203.813
1112757642147123,234,220,MOVE,245.715,200.12
1112757650838297,244,216,MOVE,262.035,197.716
1112757658980688,255,213,MOVE,279.861,197.041
1112757666903929,266,211,MOVE,296.795,197.518
1112757675575180,278,211,MOVE,314.231,201.614
1112757683515928,300,211,MOVE,338.43,205.978
1112757692176313,316,214,MOVE,364.146,213.346
1112757699976998,345,220,MOVE,394.745,225.922
1112757708880682,359,224,MOVE,421.097,237.512
1112757716960890,375,229,MOVE,437.682,246.532
1112757725795750,409,238,MOVE,470.36,258.246
1112757733669485,428,247,MOVE,497.271,272.594
1112757742512193,452,258,MOVE,522.825,290.52
1112757750452338,470,270,MOVE,541.885,307.779
1112757759174302,501,284,MOVE,571.462,325.339
1112757767227946,512,295,MOVE,588.175,341.125
1112757776229433,534,311,MOVE,603.445,361.065
1112757784341638,555,325,MOVE,623.9,376.336
1112757792698954,572,342,MOVE,640.735,395.656
1112757800783992,598,354,MOVE,665.59,407.893
1112757809777027,617,370,MOVE,689.782,423.032
1112757817725624,644,386,MOVE,714.534,439.764
1112757826166254,662,400,MOVE,736.871,455.489
1112757834078023,690,417,MOVE,762.101,471.575
1112757842705807,713,432,MOVE,789.576,488.074
1112757850740736,737,444,MOVE,814.838,499.177
1112757859463303,755,457,MOVE,834.541,511.195
1112757867539889,786,469,MOVE,861.732,519.891
1112757876276342,834,494,MOVE,910.682,543.046
1112757884491180,854,504,MOVE,944.933,561.288
1112757893363471,883,516,MOVE,974.732,570.335
1112757901720787,904,529,MOVE,995.453,582.331
1112757910073877,933,537,MOVE,1020.59,587.119
1112757918126314,964,548,MOVE,1050.8,591.687
1112757926491478,981,557,MOVE,1070.48,601.44
1112757934480524,1007,570,MOVE,1089.23,614.414
1112757943142720,1026,573,MOVE,1109.74,615.378
1112757951291148,1048,579,MOVE,1129.05,611.837
1112757960036658,1071,584,MOVE,1150.25,613.165
1112757968193538,1098,593,MOVE,1174.66,620.842
1112757976724726,1122,602,MOVE,1200.06,633.338
1112757984873155,1138,606,MOVE,1217.81,638.32
1112757993454451,1162,611,MOVE,1238.43,638.209
1112758001768903,1179,615,MOVE,1255.69,639.568
1112758010403328,1199,618,MOVE,1272.92,639.29
1112758018661634,1211,620,MOVE,1283.94,637.774
1112758018825846,1223,620,MOVE,1284.37,637.599
1112758029721207,1239,621,MOVE,1301.75,630.334
1112758042520706,1261,621,MOVE,1326.97,626.146
1112758052509277,1278,620,MOVE,1346.54,621.922
1112758060672195,1291,618,MOVE,1358.02,615.908
1112758069048830,1302,616,MOVE,1365.05,609.882
1112758077179147,1311,614,MOVE,1368.83,605.61
1112758085663245,1318,611,MOVE,1369.52,599.924
1112758093680666,1325,608,MOVE,1369.75,594.53
1112758102135785,1332,604,MOVE,1371.33,588.908
1112758110435144,1339,598,MOVE,1373.8,580.247
1112758119009800,1344,589,MOVE,1374.32,566.253
1112758127208941,1347,583,MOVE,1372.54,554.873
1112758135766693,1347,577,MOVE,1365.13,546.368
1112758135948413,1347,572,MOVE,1364.79,546.085
1112758144119179,1344,563,MOVE,1351.34,535.742
1112758160825963,1335,547,MOVE,1323.04,508.781
1112758169560001,1330,542,MOVE,1309.22,500.439
1112758177861171,1325,536,MOVE,1300.12,498.676
1112758186159323,1318,531,MOVE,1291.48,498.212
1112758194528110,1311,526,MOVE,1282.46,497.741
1112758202962702,1302,522,MOVE,1271.78,497.503
1112758211131054,1294,520,MOVE,1261.1,499.986
1112758219609114,1285,518,MOVE,1250.61,502.929
1112758227980919,1277,518,MOVE,1241.33,507.493
1112758236535653,1267,517,MOVE,1231.2,510.783
1112758245137476,1253,518,MOVE,1216.07,514.555
1112758255328898,1239,519,MOVE,1196.21,519.163
1112758255490092,1227,522,MOVE,1195.72,519.384
1112758263599882,1212,527,MOVE,1174.59,532.413
1112758272059227,1193,533,MOVE,1150,545.017
1112758280382735,1178,538,MOVE,1128.1,554.849
1112758288877700,1169,542,MOVE,1115.58,562.107
1112758297411302,1155,549,MOVE,1104.63,571.207
1112758305961809,1142,557,MOVE,1092.34,582.559
1112758314916810,1126,568,MOVE,1076.72,597.779
1112758323474561,1119,576,MOVE,1068.75,611.544
1112758332840696,1110,585,MOVE,1064.92,623.671
1112758341495043,1096,597,MOVE,1053.28,635.251
1112758351047124,1075,617,MOVE,1029.5,658.452
1112758360975927,1065,630,MOVE,1012.43,681.349
1112758369722644,1051,642,MOVE,999.051,694.884
1112758377993628,1039,651,MOVE,985.469,701.268
1112758386726459,1026,661,MOVE,972.755,707.486
1112758395150788,1013,673,MOVE,961.259,717.866
1112758404163746,1002,679,MOVE,949.656,723.045
1112758412242143,990,687,MOVE,938.815,725.751
1112758421291324,979,694,MOVE,928.732,730.702
1112758421459762,966,702,MOVE,928.32,730.908
1112758434186210,948,712,MOVE,899.539,745.257
1112758443715954,934,720,MOVE,880.109,755.22
1112758453035602,904,737,MOVE,848.891,773.331
1112758461977320,888,747,MOVE,822.916,789.964
1112758470717999,868,761,MOVE,802.302,806.349
1112758479682056,854,768,MOVE,785.84,815.187
1112758488554346,840,777,MOVE,773.951,820.541
1112758497293818,824,786,MOVE,761.483,827.464
1112758506086418,802,796,MOVE,740.6,834.82
1112758515104809,768,808,MOVE,703.672,845.269
1112758524289223,750,816,MOVE,674.044,855.279
1112758533960841,733,824,MOVE,656.283,863.99
1112758543321542,712,830,MOVE,637.386,866.703
1112758552754690,696,834,MOVE,620.953,865.145
1112758561935482,677,838,MOVE,604.987,863.645
1112758571069184,660,843,MOVE,589.642,866.279
1112758571258753,643,847,MOVE,589.017,866.418
1112758579863595,617,851,MOVE,558.269,869.13
1112758589115022,601,856,MOVE,533.523,875.056
1112758598225783,579,856,MOVE,510.397,872.493
1112758607381823,561,860,MOVE,489.924,872.396
1112758617044385,542,859,MOVE,470.768,869.537
1112758626420179,524,860,MOVE,453.183,864.941
1112758636417806,473,855,MOVE,403.623,854.948
1112758645613088,464,855,MOVE,375.616,848.639
1112758654687625,449,853,MOVE,366.655,846.696
1112758663661944,432,849,MOVE,357.478,838.81
1112758674060443,412,846,MOVE,341.081,832.597
1112758674302535,392,842,MOVE,340.226,832.374
1112758683930081,376,838,MOVE,315.793,823.903
1112758693229203,366,834,MOVE,304.198,816.116
1112758703032432,344,823,MOVE,286.647,799.982
1112758712651526,328,813,MOVE,267.58,782.065
1112758721625242,315,803,MOVE,255.121,766.26
1112758730574205,309,798,MOVE,252.035,757.992
1112758739529809,303,791,MOVE,255.057,752.237
1112758748757088,299,785,MOVE,260.069,747.259
1112758757767027,297,780,MOVE,267.265,743.997
1112758767584746,297,778,MOVE,277.996,745.163
1112758777619200,301,771,MOVE,295.954,744.008
1112758787269687,307,767,MOVE,313.619,742.445
1112758796128092,314,763,MOVE,329.387,742.275
1112758805646969,326,760,MOVE,349.132,742.697
1112758814493903,343,758,MOVE,373.904,744.559
1112758823804495,358,758,MOVE,399.263,748.946
1112758832826509,414,764,MOVE,457.748,762.292
1112758842199284,446,769,MOVE,517.292,777.703
1112758852528355,461,773,MOVE,548.443,790.023
1112758862631633,499,786,MOVE,582.446,811.11
1112758872079271,520,794,MOVE,609.846,828.082
1112758872277895,540,799,MOVE,610.848,828.389
1112758881134489,557,805,MOVE,635.11,834.996
1112758890404028,586,816,MOVE,661.865,847.858
1112758900301438,605,824,MOVE,685.607,860.392
1112758909963396,630,833,MOVE,709.3,869.812
1112758920131273,668,843,MOVE,749.525,879.089
1112758929825832,690,850,MOVE,780.794,886.608
1112758939198004,709,856,MOVE,798.798,891.619
1112758948622700,741,864,MOVE,825.617,896.582
1112758958064903,750,865,MOVE,838.962,894.503
1112758958249038,773,868,MOVE,839.672,894.3
1112758967876584,786,870,MOVE,859.666,890.15
1112758977679210,811,871,MOVE,882.074,884.773
1112758987742643,827,872,MOVE,901.478,881.031
1112758997020634,846,872,MOVE,917.832,877.708
1112758997204769,872,872,MOVE,918.629,877.597
1112759006636709,888,872,MOVE,948.61,874.814
1112759015877270,915,872,MOVE,978.95,873.446
1112759026493108,933,872,MOVE,1006.15,872.696
1112759037113172,959,873,MOVE,1033.76,874.066
1112759037400544,973,872,MOVE,1034.87,873.975
1112759047124082,985,871,MOVE,1051.18,869.218
1112759056866939,1005,870,MOVE,1068.6,866.937
1112759066716654,1017,869,MOVE,1082.14,865.244
1112759078318370,1047,865,MOVE,1111.93,857.943
1112759088409574,1059,863,MOVE,1131.4,852.209
1112759097653757,1067,861,MOVE,1135.06,848.801
1112759107388162,1076,857,MOVE,1134.25,841.96
1112759116728336,1088,850,MOVE,1138.23,830.941
1112759126194689,1095,843,MOVE,1141.15,818.107
1112759136713932,1099,837,MOVE,1137.5,806.51
1112759146939766,1101,829,MOVE,1128.71,795.506
1112759157047874,1101,815,MOVE,1117.03,778.514
1112759166684476,1099,809,MOVE,1105.37,767.97
1112759176298137,1097,806,MOVE,1093.12,768.778
1112759187135540,1091,801,MOVE,1078.49,772.28
1112759197505060,1088,800,MOVE,1069.3,777.172
1112759207425411,1084,799,MOVE,1063.64,784.614
1112759217149553,1079,798,MOVE,1058.37,788.579
1112759227216608,1071,798,MOVE,1048.87,792.434
1112759237728003,1045,799,MOVE,1016.31,796.643
1112759247790832,1028,803,MOVE,982.972,805.85
1112759257521010,1006,808,MOVE,952.688,818.437
1112759267107504,973,826,MOVE,913.839,847.031
1112759276875113,959,832,MOVE,886.988,867.908
1112759287605055,943,843,MOVE,871.742,882.754
1112759297820625,931,852,MOVE,863.944,895.702
1112759297998723,915,863,MOVE,863.526,896.111
1112759307718035,899,872,MOVE,842.577,909.869
1112759317549639,888,878,MOVE,828.622,915.99
1112759327629373,870,886,MOVE,811.859,920.707
1112759338540430,855,892,MOVE,793.707,925.114
1112759348080437,817,907,MOVE,756.575,939.003
1112759358107043,806,909,MOVE,729.923,945.084
1112759367557699,795,911,MOVE,720.941,936.704
1112759377756365,773,915,MOVE,705.338,934.656
1112759377943519,754,918,MOVE,704.701,934.669
1112759388884159,735,923,MOVE,675.444,940.21
1112759398378283,715,924,MOVE,650.982,940.084
1112759408608343,675,931,MOVE,606.901,945.734
1112759419567095,649,936,MOVE,564.786,956.333
1112759430187159,629,935,MOVE,539.126,951.14
1112759440734173,588,935,MOVE,500.31,941.93
1112759450803643,566,933,MOVE,469.793,934.641
1112759462361891,537,929,MOVE,441.751,921.785
1112759473534360,480,917,MOVE,385.108,899.024
1112759483541043,461,912,MOVE,350.931,883.529
1112759493426378,428,904,MOVE,324.122,873.524
1112759504031953,380,890,MOVE,277.777,854.871
1112759514888676,366,886,MOVE,253.783,845.33
1112759525004029,339,882,MOVE,236.954,849.928
1112759535019165,322,878,MOVE,225.161,851.445
1112759535197262,290,872,MOVE,224.4,851.325
1112759545301749,277,868,MOVE,199.084,845.162
1112759556371585,253,860,MOVE,177.538,834.075
1112759566541877,220,849,MOVE,143.681,819.043
1112759576670512,188,839,MOVE,104.208,804.181
1112759587113082,178,835,MOVE,87.108,798.002
1112759598481157,144,821,MOVE,61.3393,783.717
1112759608879656,138,816,MOVE,52.2555,773.578
1112759618910488,133,811,MOVE,65.2274,767.016
1112759629312005,129,809,MOVE,76.4409,772.074
1112759629603602,127,807,MOVE,76.6607,772.24
1112759654616386,127,807,UP,127,802.066
1112880175327956,1441,381,DOWN,1350.3,-9.30247
1112880175534429,1428,403,MOVE,1351.88,-9.04131
1112880179371682,1424,438,MOVE,1371.96,205.43
1112880188065875,1423,451,MOVE,1395.76,422.874
1112880195262839,1422,465,MOVE,1401.62,506.136
1112880203786782,1422,485,MOVE,1409.64,553.052
1112880213485567,1422,510,MOVE,1415.99,587.737
1112880219667071,1422,526,MOVE,1418.35,604.568
1112880227395310,1422,547,MOVE,1419.96,622.392
1112880235367452,1423,568,MOVE,1422.38,641.687
1112880242312060,1422,592,MOVE,1421.81,662.369
1112880250490674,1422,620,MOVE,1421.06,691.513
1112880258234609,1422,639,MOVE,1421.68,714.809
1112880266900427,1423,660,MOVE,1423.48,735.945
1112880274308693,1422,683,MOVE,1422.4,756.297
1112880282306191,1422,703,MOVE,1421.33,776.92
1112880292317101,1421,718,MOVE,1419.83,793.102
1112880298270398,1421,726,MOVE,1419.24,797.414
1112880306448409,1421,734,MOVE,1420.34,797.073
1112880313934555,1421,745,MOVE,1420.68,799.448
1112880321723769,1421,753,MOVE,1420.84,802.792
1112880329261232,1421,759,MOVE,1420.91,804.21
1112880337601040,1422,768,MOVE,1422.58,807.97
1112880345621479,1423,777,MOVE,1425.02,814.626
1112880353338851,1424,783,MOVE,1427.07,819.718
1112880361224057,1425,789,MOVE,1428.87,823.28
1112880371646100,1427,798,MOVE,1432.13,830.794
1112880377488313,1428,803,MOVE,1433.74,834.924
1112880385375330,1430,810,MOVE,1436.17,840.033
1112880393189297,1430,815,MOVE,1435.78,844.545
1112880400187033,1430,821,MOVE,1433.15,848.747
1112880408319161,1428,826,MOVE,1428.18,852.892
1112880416342015,1427,831,MOVE,1423.8,856.438
1112880424242918,1426,835,MOVE,1422.16,859.39
1112880432321918,1424,838,MOVE,1418.46,860.301
1112880440329680,1423,841,MOVE,1416.16,860.803
1112880449959037,1420,842,MOVE,1411.08,858.066
1112880456418857,1418,843,MOVE,1407.3,854.602
1112880464599283,1416,844,MOVE,1404.94,852.74
1112880472835251,1414,844,MOVE,1402.97,849.869
1112880479330690,1411,844,MOVE,1400.63,847.373
1112880487389164,1407,844,MOVE,1395.98,845.817
1112880495763988,1401,844,MOVE,1388.16,844.977
1112880503410724,1394,844,MOVE,1378.46,844.55
1112880511298345,1385,844,MOVE,1365.88,844.306
1112880519444359,1375,843,MOVE,1351.11,842.823
1112880528338987,1360,843,MOVE,1330.44,842.134
1112880535252201,1347,842,MOVE,1312.82,841.231
1112880543249096,1335,842,MOVE,1295.41,840.708
1112880551296703,1321,840,MOVE,1278.54,837.97
1112880558494270,1305,839,MOVE,1261.14,835.29
1112880566262354,1291,838,MOVE,1243.32,834.247
1112880574300302,1275,835,MOVE,1225.34,829.523
1112880582225957,1253,833,MOVE,1201.97,825.554
1112880590510223,1238,831,MOVE,1180.54,823.046
1112880598190767,1224,827,MOVE,1165.82,816.531
1112880608376152,1199,825,MOVE,1138.99,813.044
1112880614286585,1180,821,MOVE,1120.3,809.998
1112880622687369,1165,820,MOVE,1101.1,807.894
1112880630254414,1144,818,MOVE,1081.91,808.543
1112880637028169,1128,816,MOVE,1065.38,806.962
1112880645191086,1103,816,MOVE,1040.92,808.934
1112880652960982,1082,814,MOVE,1016.43,808.821
1112880661266981,1058,814,MOVE,989.938,809.025
1112880669316400,1036,812,MOVE,965.103,807.871
1112880677418342,1013,812,MOVE,940.761,807.542
1112880687457626,989,811,MOVE,912.63,808.081
1112880693183924,967,810,MOVE,894.484,806.856
1112880701202552,950,809,MOVE,875.535,805.259
1112880708222626,931,809,MOVE,859.907,805.898
1112880716391580,905,810,MOVE,836.012,808.747
1112880724431339,882,812,MOVE,810.641,813.79
1112880732386577,860,813,MOVE,787.003,817.067
1112880740656957,838,815,MOVE,763.983,820.047
1112880748238491,814,817,MOVE,741.12,823.546
1112880756728022,793,817,MOVE,717.731,822.821
1112880766321760,766,818,MOVE,689.455,821.613
1112880772526809,751,818,MOVE,674.103,821.054
1112880780157245,726,821,MOVE,653.775,825.02
1112880788292995,710,821,MOVE,635.73,826.807
1112880795480903,687,822,MOVE,617.32,825.842
1112880803381202,672,824,MOVE,600.921,828.955
1112880811378096,660,824,MOVE,591.205,829.383
1112880819335749,641,826,MOVE,578.041,830.464
1112880827345322,621,830,MOVE,559.624,837.439
1112880835308408,611,831,MOVE,547.467,841.241
1112880845110429,593,834,MOVE,532.639,843.797
1112880851437430,580,836,MOVE,521.883,846.243
1112880859483226,570,839,MOVE,513.372,850.439
1112880866312523,561,842,MOVE,508.68,855.264
1112880874357112,548,845,MOVE,499.864,858.5
1112880882373325,535,849,MOVE,487.92,862.75
1112880890846556,525,851,MOVE,477.124,865.314
1112880898276556,518,853,MOVE,471.453,865.92
1112880906808951,512,855,MOVE,469.359,867.515
1112880914053609,507,855,MOVE,468.415,864.96
1112880923588182,502,856,MOVE,468.061,862.027
1112880929990648,498,856,MOVE,467.737,860.626
1112880937995994,494,856,MOVE,467.301,858.316
1112880945074025,492,856,MOVE,468.054,857.282
1112880952995454,489,854,MOVE,469.221,852.679
1112880961006838,486,851,MOVE,469.581,845.926
1112880969426941,483,846,MOVE,469.037,836.931
1112880977453418,481,835,MOVE,469.738,821.421
1112880985298174,480,812,MOVE,471.855,792.379
1112880992971474,480,795,MOVE,474.701,762.119
1112881003013173,481,769,MOVE,478.878,722.091
1112881009069103,482,755,MOVE,481.991,701.209
1112881017009248,483,733,MOVE,484.792,676.304
1112881024288921,484,705,MOVE,486.41,646.89
1112881032026215,484,683,MOVE,486.192,617.426
1112881040478920,483,653,MOVE,483.712,583.525
1112881048014571,484,627,MOVE,484.264,553.067
1112881056502291,482,601,MOVE,481.942,522.48
1112881064024057,481,576,MOVE,478.022,496.646
1112881072033629,482,550,MOVE,480.272,469.809
1112881082080762,481,522,MOVE,480.138,437.762
1112881088230269,480,505,MOVE,477.891,421.486
1112881096550154,481,490,MOVE,479.9,409.309
1112881103400582,481,471,MOVE,481.231,397.686
1112881111295447,481,459,MOVE,480.9,387.979
1112881119355732,480,445,MOVE,479.274,379.677
1112881127354438,480,437,MOVE,478.524,375.499
1112881135423779,480,433,MOVE,479.514,378.245
1112881143170129,480,430,MOVE,479.83,384.461
1112881151298031,479,428,MOVE,477.419,392.023
1112881161726112,479,427,MOVE,476.087,401.204
1112881190082305,479,426,MOVE,478.792,413.29
1112881206204687,480,426,MOVE,481.983,419.074
1112881215636023,482,426,MOVE,485.299,422.626
1112881227296299,486,427,MOVE,492.464,425.911
1112881237689364,495,428,MOVE,506.53,428.8
1112881248958429,545,439,MOVE,570.984,445.823
1112881260449663,560,443,MOVE,622.333,461.786
1112881271422905,600,460,MOVE,670.299,488.386
1112881282619523,617,463,MOVE,703.98,500.818
1112881294442804,661,470,MOVE,751.173,499.267
1112881305197498,688,474,MOVE,788.848,501.158
1112881316524520,708,475,MOVE,809.723,495.616
1112881328492091,762,478,MOVE,859.98,491.775
1112881336417746,786,479,MOVE,890.903,490.8
1112881343122073,817,481,MOVE,915.383,490.686
1112881349020431,840,481,MOVE,934.965,489.093
1112881356571176,872,481,MOVE,961.851,485.358
1112881364432233,895,482,MOVE,986.164,484.969
1112881372452069,927,482,MOVE,1014.11,484.543
1112881380329426,957,484,MOVE,1044.35,486.708
1112881388295531,984,487,MOVE,1072.51,493.337
1112881397322374,1022,488,MOVE,1110.62,495.74
1112881404272416,1039,490,MOVE,1132.31,497.182
1112881411088431,1062,491,MOVE,1149.37,498.59
1112881419297835,1085,493,MOVE,1169.4,500.092
1112881427126895,1110,494,MOVE,1191.02,501.006
1112881435260834,1133,494,MOVE,1213.57,498.786
1112881443054878,1158,493,MOVE,1236.68,495.213
1112881450969063,1180,493,MOVE,1258.96,493.329
1112881459026933,1204,491,MOVE,1281.75,489.728
1112881467003301,1220,491,MOVE,1298.58,487.931
1112881477252681,1247,490,MOVE,1323.41,487.757
1112881482980790,1262,489,MOVE,1336.87,486.212
1112881490070291,1280,489,MOVE,1351.08,486.419
1112881498533862,1297,488,MOVE,1366.51,485.985
1112881506360507,1312,489,MOVE,1379.17,487.808
1112881514152740,1331,486,MOVE,1394.45,484.386
1112881522046398,1352,485,MOVE,1414.42,480.154
1112881530034840,1364,484,MOVE,1429.18,479.324
1112881538058298,1377,482,MOVE,1439.11,476.077
1112881546142733,1391,478,MOVE,1449.2,468.771
1112881556032897,1403,476,MOVE,1460.04,463.684
1112881562408196,1410,475,MOVE,1464.46,464.101
1112881569139087,1415,474,MOVE,1464.63,464.844
1112881577030934,1419,474,MOVE,1461.81,467.496
1112881585082163,1423,473,MOVE,1458.68,468.45
1112881593275871,1426,472,MOVE,1455.61,466.942
1112881601086215,1428,472,MOVE,1452.73,467.832
1112881609372896,1430,471,MOVE,1449.91,467.68
1112881617048007,1431,471,MOVE,1447.25,467.753
1112881625517011,1432,470,MOVE,1444.35,466.922
1112881635031662,1432,469,MOVE,1439.68,464.394
1112881641511404,1432,468,MOVE,1436.41,463.144
1112881648518799,1430,466,MOVE,1431.89,461.492
1112881656111804,1427,462,MOVE,1425.79,456.867
1112881664016329,1418,452,MOVE,1413.21,444.252
1112881671976396,1403,436,MOVE,1390.99,421.692
1112881680339750,1385,423,MOVE,1360.6,397.855
1112881688223748,1376,417,MOVE,1338.53,384.958
1112881696409608,1358,402,MOVE,1317.48,368.381
1112881704406502,1341,390,MOVE,1294.92,351.52
1112881713402556,1320,378,MOVE,1266.79,336.946
1112881720186574,1305,367,MOVE,1248.24,325.384
1112881728432201,1282,357,MOVE,1222.97,315.512
1112881735451671,1263,346,MOVE,1201.12,306.167
1112881743365855,1240,336,MOVE,1176.05,295.841
1112881751347657,1217,319,MOVE,1151.14,277.46
1112881759555854,1196,305,MOVE,1127.87,257.198
1112881767278659,1174,291,MOVE,1104.87,241.541
1112881775497723,1154,279,MOVE,1082.49,228.387
1112881783391381,1134,269,MOVE,1061.89,220.089
1112881792934406,1108,249,MOVE,1035.93,199.202
1112881799172056,1091,236,MOVE,1020.24,183.518
1112881806416713,1076,226,MOVE,1005.97,172.927
1112881814259659,1059,215,MOVE,991.429,164.903
1112881822333226,1044,208,MOVE,977.193,161.32
1112881830255863,1033,202,MOVE,967.867,160.637
1112881838253361,1020,195,MOVE,960.1,157.892
1112881846204976,1004,190,MOVE,947.162,157.484
1112881854127009,995,186,MOVE,937.869,157.703
1112881862461384,987,182,MOVE,934.372,155.79
1112881871330656,980,181,MOVE,931.872,159.56
1112881878412912,973,180,MOVE,929.418,165.326
1112881885227720,967,181,MOVE,927.363,172.215
1112881893650842,961,182,MOVE,925.326,179.45
1112881901367610,955,183,MOVE,922.572,183.497
1112881909607200,949,184,MOVE,918.799,186.226
1112881917395207,940,188,MOVE,911.966,192.801
1112881925431344,927,195,MOVE,898.635,204.639
1112881933306890,912,204,MOVE,880.116,219.498
1112881941230130,900,211,MOVE,862.195,232.743
1112881951406459,883,229,MOVE,840.771,259.706
1112881958179007,874,235,MOVE,828.639,273.205
1112881965678435,862,242,MOVE,815.108,277.924
1112881972620024,847,252,MOVE,801.131,285.551
1112881980138167,833,264,MOVE,786.344,299.102
1112881988493069,812,276,MOVE,763.148,313.628
1112881996414498,799,283,MOVE,743.46,321.83
1112882004281592,788,290,MOVE,731.59,327.594
1112882012484959,763,303,MOVE,709.748,338.297
1112882020446838,749,310,MOVE,689.619,347.283
1112882030348474,724,322,MOVE,661.998,359.13
1112882037264103,711,329,MOVE,645.904,367.182
1112882044606563,699,334,MOVE,635.052,370.417
1112882051941175,679,344,MOVE,620.163,376.799
1112882059574629,661,353,MOVE,601.947,386.602
1112882067494248,644,361,MOVE,583.541,395.308
1112882075358927,616,375,MOVE,556.953,409.11
1112882083320806,607,380,MOVE,539.986,418.769
1112882091401014,592,385,MOVE,527.711,419.595
1112882099014545,571,392,MOVE,510.165,421.679
1112882107998524,557,397,MOVE,493.033,425.652
1112882115264312,546,400,MOVE,483.66,426.091
1112882123013077,531,407,MOVE,473.617,431.119
1112882129944403,521,410,MOVE,465.545,434.449
1112882138002877,514,412,MOVE,460.992,432.669
1112882146198396,507,415,MOVE,459.72,433.035
1112882154609443,499,418,MOVE,457.162,434.752
1112882162724667,494,419,MOVE,455.131,433.475
1112882170689564,490,421,MOVE,455.511,433.061
1112882178488438,487,422,MOVE,457.347,433.142
1112882187898041,485,422,MOVE,460.154,429.275
1112882195804981,484,423,MOVE,463.876,428.51
1112882203041186,484,424,MOVE,470.559,431.199
1112882222107313,484,424,U,480.038,429.278
